team2,year,team1,round,seed1,score1,seed2,score2,score_diff,seed_diff,team1_sos,team1_osrs,team1_dsrs,team1_srs,team2_sos,team2_osrs,team2_dsrs,team2_srs
Montana,1997,Kentucky,First Round,1,92,16,54,38,-15,9.26,18.09,11.19,29.29,-3.14,-0.62,1.2,0.58
Miami (Ohio),1997,Clemson,First Round,4,68,13,56,12,-9,10.53,3.9,13.33,17.23,0.63,1.83,7.17,9.0
Southern California,1997,Illinois,First Round,6,90,11,77,13,-5,7.83,10.43,5.25,15.68,10.16,13.68,0.83,14.51
Old Dominion,1997,New Mexico,First Round,3,59,14,55,4,-11,3.69,6.05,8.64,14.69,-0.46,1.08,2.65,3.72
College of Charleston,1997,Maryland,First Round,5,66,12,75,-9,-7,9.08,11.32,6.19,17.52,-6.84,4.32,1.54,5.86
Chattanooga,1997,Georgia,First Round,3,70,14,73,-3,-11,7.03,6.5,6.59,13.09,-5.22,0.56,2.03,2.59
Rhode Island,1997,Purdue,First Round,8,83,9,76,7,-1,10.91,7.71,4.54,12.24,6.38,15.35,1.13,16.48
South Alabama,1997,Arizona,First Round,4,65,13,57,8,-9,11.04,17.62,4.04,21.66,-4.51,-8.26,12.29,4.03
Virginia,1997,Iowa,First Round,8,73,9,60,13,-1,8.9,7.86,8.97,16.84,11.13,4.44,9.39,13.84
Navy,1997,Utah,First Round,2,75,15,61,14,-13,5.46,6.45,11.13,17.58,-7.05,-2.29,-1.28,-3.57
Valparaiso,1997,Boston College,First Round,5,73,12,66,7,-7,6.69,9.15,2.77,11.92,-4.98,1.69,2.03,3.71
Fairfield,1997,North Carolina,First Round,1,82,16,74,8,-15,12.0,14.08,7.15,21.23,-2.38,-3.02,-2.17,-5.18
Massachusetts,1997,Louisville,First Round,6,65,11,57,8,-5,7.72,9.43,2.55,11.98,9.04,1.73,8.82,10.54
Colorado,1997,Indiana,First Round,8,62,9,80,-18,-1,9.39,9.78,4.16,13.94,6.19,5.89,3.81,9.69
Coppin State,1997,South Carolina,First Round,2,65,15,78,-13,-13,7.0,8.93,6.16,15.09,-7.79,3.87,-5.08,-1.21
Princeton,1997,California,First Round,5,55,12,52,3,-7,10.12,7.89,9.45,17.34,-3.08,-5.32,12.43,7.11
Texas State,1997,Minnesota,First Round,1,78,16,46,32,-15,9.2,12.22,11.12,23.34,-7.72,-5.76,-1.78,-7.54
Illinois State,1997,Iowa State,First Round,6,69,11,57,12,-5,6.3,-0.02,13.45,13.43,2.28,6.7,4.11,10.81
Providence,1997,Marquette,First Round,7,59,10,81,-22,-3,3.19,2.61,10.84,13.45,8.31,9.8,4.37,14.17
St. Mary's (Cal.),1997,Wake Forest,First Round,3,68,14,46,22,-11,10.27,5.15,15.79,20.94,-0.86,-0.06,3.31,3.24
Pacific,1997,St. Joseph's,First Round,4,75,13,65,10,-9,7.69,5.61,7.32,12.94,-2.38,0.29,8.43,8.72
Georgetown,1997,Charlotte,First Round,7,79,10,67,12,-3,5.25,5.46,5.37,10.83,5.84,3.0,7.88,10.87
Texas,1997,Wisconsin,First Round,7,58,10,71,-13,-3,9.42,-4.87,18.07,13.2,9.47,9.99,2.35,12.34
Long Island,1997,Villanova,First Round,4,101,13,91,10,-9,9.44,9.3,7.33,16.62,-4.22,19.47,-15.72,3.75
Vanderbilt,1997,Xavier,First Round,7,80,10,68,12,-3,5.28,16.17,-0.03,16.14,7.78,4.21,7.34,11.55
Boston University,1997,Tulsa,First Round,5,81,12,52,29,-7,5.53,5.66,9.34,15.0,-2.86,-4.27,6.78,2.51
Charleston Southern,1997,UCLA,First Round,2,109,15,75,34,-13,10.43,13.2,3.42,16.62,-6.56,-0.95,-5.97,-6.92
Temple,1997,Mississippi,First Round,8,40,9,62,-22,-1,5.76,2.83,8.57,11.4,9.02,0.93,13.74,14.67
Kentucky,1996,Syracuse,National Championship,4,67,1,76,-9,3,11.35,9.37,9.62,18.99,10.05,24.6,7.54,32.14
Kentucky,1996,Massachusetts,Final Four,1,74,1,81,-7,0,8.92,8.03,13.36,21.38,10.05,24.6,7.54,32.14
Syracuse,1996,Mississippi State,Final Four,5,69,4,77,-8,1,8.72,4.19,12.0,16.19,11.35,9.37,9.62,18.99
Georgetown,1996,Massachusetts,Elite Eight,1,86,2,62,24,-1,8.92,8.03,13.36,21.38,9.83,14.17,8.46,22.63
Kansas,1996,Syracuse,Elite Eight,4,60,2,57,3,2,11.35,9.37,9.62,18.99,7.24,12.79,8.6,21.39
Wake Forest,1996,Kentucky,Elite Eight,1,83,2,63,20,-1,10.05,24.6,7.54,32.14,10.72,1.16,17.09,18.26
Cincinnati,1996,Mississippi State,Elite Eight,5,73,2,63,10,3,8.72,4.19,12.0,16.19,7.69,13.51,8.6,22.11
Arkansas,1996,Massachusetts,Sweet 16,1,79,12,63,16,-11,8.92,8.03,13.36,21.38,8.08,9.28,2.38,11.66
Mississippi State,1996,Connecticut,Sweet 16,1,55,5,60,-5,-4,8.19,13.24,12.81,26.05,8.72,4.19,12.0,16.19
Utah,1996,Kentucky,Sweet 16,1,101,4,70,31,-3,10.05,24.6,7.54,32.14,6.42,5.47,13.05,18.52
Syracuse,1996,Georgia,Sweet 16,8,81,4,83,-2,4,8.13,11.5,7.79,19.29,11.35,9.37,9.62,18.99
Kansas,1996,Arizona,Sweet 16,3,80,2,83,-3,1,8.42,13.67,4.48,18.14,7.24,12.79,8.6,21.39
Cincinnati,1996,Georgia Tech,Sweet 16,3,70,2,87,-17,1,12.7,14.3,2.65,16.95,7.69,13.51,8.6,22.11
Wake Forest,1996,Louisville,Sweet 16,6,59,2,60,-1,4,9.85,9.6,5.59,15.18,10.72,1.16,17.09,18.26
Georgetown,1996,Texas Tech,Sweet 16,3,90,2,98,-8,1,2.11,9.52,5.34,14.86,9.83,14.17,8.46,22.63
Stanford,1996,Massachusetts,Second Round,1,79,9,74,5,-8,8.92,8.03,13.36,21.38,6.33,7.05,7.8,14.85
Eastern Michigan,1996,Connecticut,Second Round,1,95,9,81,14,-8,8.19,13.24,12.81,26.05,3.72,13.39,-1.84,11.55
Virginia Tech,1996,Kentucky,Second Round,1,84,9,60,24,-8,10.05,24.6,7.54,32.14,4.25,0.19,11.34,11.52
Georgia,1996,Purdue,Second Round,1,69,8,76,-7,-7,8.5,5.1,12.15,17.25,8.13,11.5,7.79,19.29
Georgetown,1996,New Mexico,Second Round,7,62,2,73,-11,5,3.42,7.15,4.4,11.55,9.83,14.17,8.46,22.63
Marquette,1996,Arkansas,Second Round,12,65,4,56,9,8,8.08,9.28,2.38,11.66,4.93,4.99,9.46,14.45
Wake Forest,1996,Texas,Second Round,10,62,2,65,-3,8,5.05,12.25,0.19,12.44,10.72,1.16,17.09,18.26
Cincinnati,1996,Temple,Second Round,7,65,2,78,-13,5,9.3,-7.14,18.23,11.08,7.69,13.51,8.6,22.11
Arizona,1996,Iowa,Second Round,6,73,3,87,-14,3,6.9,11.94,6.71,18.65,8.42,13.67,4.48,18.14
Texas Tech,1996,North Carolina,Second Round,6,73,3,92,-19,3,11.42,11.42,6.6,18.02,2.11,9.52,5.34,14.86
Villanova,1996,Louisville,Second Round,6,68,3,64,4,3,9.85,9.6,5.59,15.18,11.47,9.45,10.89,20.34
Utah,1996,Iowa State,Second Round,5,67,4,73,-6,1,7.24,-1.93,12.83,10.9,6.42,5.47,13.05,18.52
Georgia Tech,1996,Boston College,Second Round,11,89,3,103,-14,8,9.23,9.35,7.58,16.93,12.7,14.3,2.65,16.95
Princeton,1996,Mississippi State,Second Round,5,63,13,41,22,-8,8.72,4.19,12.0,16.19,-4.15,-12.41,14.94,2.53
Kansas,1996,Santa Clara,Second Round,10,51,2,76,-25,8,4.09,0.96,7.85,8.81,7.24,12.79,8.6,21.39
Syracuse,1996,Drexel,Second Round,12,58,4,69,-11,8,-5.05,7.24,3.75,10.99,11.35,9.37,9.62,18.99
Central Florida,1996,Massachusetts,First Round,1,92,16,70,22,-15,8.92,8.03,13.36,21.38,-3.83,-0.37,-9.63,-10.0
UNC Greensboro,1996,Cincinnati,First Round,2,66,15,61,5,-13,7.69,13.51,8.6,22.11,-7.18,-4.32,2.37,-1.95
Colgate,1996,Connecticut,First Round,1,68,16,59,9,-15,8.19,13.24,12.81,26.05,-3.63,-0.71,-3.96,-4.67
South Carolina State,1996,Kansas,First Round,2,92,15,54,38,-13,7.24,12.79,8.6,21.39,-13.09,-7.23,2.0,-5.23
Texas,1996,Michigan,First Round,7,76,10,80,-4,-3,8.55,4.24,10.77,15.02,5.05,12.25,0.19,12.44
Eastern Michigan,1996,Duke,First Round,8,51,9,58,-7,-1,10.48,8.43,7.63,16.06,3.72,13.39,-1.84,11.55
Montana State,1996,Syracuse,First Round,4,88,13,55,33,-9,11.35,9.37,9.62,18.99,-2.45,5.94,1.54,7.48
San Jose State,1996,Kentucky,First Round,1,110,16,72,38,-15,10.05,24.6,7.54,32.14,1.2,0.54,-3.7,-3.16
Santa Clara,1996,Maryland,First Round,7,79,10,91,-12,-3,9.93,13.87,1.13,15.0,4.09,0.96,7.85,8.81
Clemson,1996,Georgia,First Round,8,81,9,74,7,-1,8.13,11.5,7.79,19.29,8.18,-0.45,13.62,13.18
Western Carolina,1996,Purdue,First Round,1,73,16,71,2,-15,8.5,5.1,12.15,17.25,-4.31,7.12,-11.98,-4.86
Kansas State,1996,New Mexico,First Round,7,69,10,48,21,-3,3.42,7.15,4.4,11.55,7.71,-0.47,8.22,7.75
Princeton,1996,UCLA,First Round,4,41,13,43,-2,-9,7.34,9.7,4.45,14.15,-4.15,-12.41,14.94,2.53
Oklahoma,1996,Temple,First Round,7,61,10,43,18,-3,9.3,-7.14,18.23,11.08,6.83,10.38,2.41,12.79
Valparaiso,1996,Arizona,First Round,3,90,14,51,39,-11,8.42,13.67,4.48,18.14,-9.2,0.05,-5.18,-5.13
Mississippi Valley State,1996,Georgetown,First Round,2,93,15,56,37,-13,9.83,14.17,8.46,22.63,-11.92,3.02,-8.58,-5.56
Austin Peay,1996,Georgia Tech,First Round,3,90,14,79,11,-11,12.7,14.3,2.65,16.95,-4.19,3.25,-3.66,-0.4
George Washington,1996,Iowa,First Round,6,81,11,79,2,-5,6.9,11.94,6.71,18.65,3.61,8.45,0.55,8.99
Drexel,1996,Memphis,First Round,5,63,12,75,-12,-7,6.58,6.09,8.26,14.35,-5.05,7.24,3.75,10.99
New Orleans,1996,North Carolina,First Round,6,83,11,62,21,-5,11.42,11.42,6.6,18.02,1.46,3.42,2.54,5.96
Monmouth,1996,Marquette,First Round,4,68,13,44,24,-9,4.93,4.99,9.46,14.45,-5.56,-5.46,3.57,-1.89
Stanford,1996,Bradley,First Round,8,58,9,66,-8,-1,3.55,1.09,8.62,9.71,6.33,7.05,7.8,14.85
Tulsa,1996,Louisville,First Round,6,82,11,80,2,-5,9.85,9.6,5.59,15.18,1.52,6.14,6.78,12.92
Canisius,1996,Utah,First Round,4,72,13,43,29,-9,6.42,5.47,13.05,18.52,-1.6,-4.97,6.11,1.14
California,1996,Iowa State,First Round,5,74,12,64,10,-7,7.24,-1.93,12.83,10.9,6.44,7.08,4.82,11.9
Boston College,1996,Indiana,First Round,6,51,11,64,-13,-5,10.88,10.05,7.56,17.61,9.23,9.35,7.58,16.93
Virginia Commonwealth,1996,Mississippi State,First Round,5,58,12,51,7,-7,8.72,4.19,12.0,16.19,-0.09,2.18,5.25,7.42
Northern Illinois,1996,Texas Tech,First Round,3,74,14,73,1,-11,2.11,9.52,5.34,14.86,-3.59,0.61,3.76,4.37
Arkansas,1996,Penn State,First Round,5,80,12,86,-6,-7,6.33,7.88,9.2,17.08,8.08,9.28,2.38,11.66
Louisiana-Monroe,1996,Wake Forest,First Round,2,62,15,50,12,-13,10.72,1.16,17.09,18.26,-3.63,2.17,-4.7,-2.53
Portland,1996,Villanova,First Round,3,92,14,58,34,-11,11.47,9.45,10.89,20.34,-0.18,4.9,-3.16,1.75
Virginia Tech,1996,Green Bay,First Round,8,48,9,61,-13,-1,-0.88,-7.0,15.05,8.05,4.25,0.19,11.34,11.52
UCLA,1995,Arkansas,National Championship,2,78,1,89,-11,1,10.51,17.91,-1.0,16.91,10.03,16.46,7.25,23.7
North Carolina,1995,Arkansas,Final Four,2,75,2,68,7,0,10.51,17.91,-1.0,16.91,13.14,17.28,6.3,23.58
UCLA,1995,Oklahoma State,Final Four,4,61,1,74,-13,3,10.26,6.97,14.75,21.72,10.03,16.46,7.25,23.7
North Carolina,1995,Kentucky,Elite Eight,1,61,2,74,-13,-1,9.71,18.84,9.23,28.07,13.14,17.28,6.3,23.58
Connecticut,1995,UCLA,Elite Eight,1,102,2,96,6,-1,10.03,16.46,7.25,23.7,7.65,15.98,3.25,19.23
Massachusetts,1995,Oklahoma State,Elite Eight,4,68,2,54,14,2,10.26,6.97,14.75,21.72,8.07,12.67,10.52,23.19
Arkansas,1995,Virginia,Elite Eight,4,61,2,68,-7,2,10.02,7.22,13.42,20.64,10.51,17.91,-1.0,16.91
Virginia,1995,Kansas,Sweet 16,1,58,4,67,-9,-3,10.02,14.11,8.05,22.15,10.02,7.22,13.42,20.64
Arizona State,1995,Kentucky,Sweet 16,1,97,5,73,24,-4,9.71,18.84,9.23,28.07,9.0,7.49,9.21,16.7
Connecticut,1995,Maryland,Sweet 16,3,89,2,99,-10,1,10.44,17.47,5.22,22.69,7.65,15.98,3.25,19.23
Mississippi State,1995,UCLA,Sweet 16,1,86,5,67,19,-4,10.03,16.46,7.25,23.7,8.48,3.53,13.76,17.28
Massachusetts,1995,Tulsa,Sweet 16,6,51,2,76,-25,4,4.66,3.95,8.42,12.37,8.07,12.67,10.52,23.19
North Carolina,1995,Georgetown,Sweet 16,6,64,2,74,-10,4,6.53,3.87,8.88,12.76,13.14,17.28,6.3,23.58
Arkansas,1995,Memphis,Sweet 16,6,91,2,96,-5,4,5.81,8.46,5.94,14.4,10.51,17.91,-1.0,16.91
Oklahoma State,1995,Wake Forest,Sweet 16,1,66,4,71,-5,-3,10.91,3.55,15.95,19.5,10.26,6.97,14.75,21.72
Connecticut,1995,Cincinnati,Second Round,7,91,2,96,-5,5,8.87,12.38,6.22,18.6,7.65,15.98,3.25,19.23
Massachusetts,1995,Stanford,Second Round,10,53,2,75,-22,8,7.24,7.21,5.89,13.11,8.07,12.67,10.52,23.19
Western Kentucky,1995,Kansas,Second Round,1,75,8,70,5,-7,10.02,14.11,8.05,22.15,-2.43,6.03,1.77,7.8
Arkansas,1995,Syracuse,Second Round,7,94,2,96,-2,5,7.46,11.42,3.94,15.36,10.51,17.91,-1.0,16.91
Tulane,1995,Kentucky,Second Round,1,82,9,60,22,-8,9.71,18.84,9.23,28.07,4.23,6.04,3.8,9.84
Maryland,1995,Texas,Second Round,11,68,3,82,-14,8,3.65,18.73,-3.01,15.72,10.44,17.47,5.22,22.69
Missouri,1995,UCLA,Second Round,1,75,8,74,1,-7,10.03,16.46,7.25,23.7,8.32,7.18,4.76,11.94
Old Dominion,1995,Tulsa,Second Round,6,64,14,52,12,-8,4.66,3.95,8.42,12.37,1.28,3.03,1.13,4.16
Weber State,1995,Georgetown,Second Round,6,53,14,51,2,-8,6.53,3.87,8.88,12.76,3.42,4.4,3.95,8.35
Manhattan,1995,Arizona State,Second Round,5,64,13,54,10,-8,9.0,7.49,9.21,16.7,-3.91,0.59,8.53,9.12
Utah,1995,Mississippi State,Second Round,5,78,4,64,14,1,8.48,3.53,13.76,17.28,4.85,7.23,9.06,16.29
Purdue,1995,Memphis,Second Round,6,75,3,73,2,3,5.81,8.46,5.94,14.4,5.74,6.61,6.78,13.39
North Carolina,1995,Iowa State,Second Round,7,51,2,73,-22,5,9.7,5.34,11.23,16.57,13.14,17.28,6.3,23.58
St. Louis,1995,Wake Forest,Second Round,1,64,9,59,5,-8,10.91,3.55,15.95,19.5,4.08,4.69,12.61,17.3
Oklahoma State,1995,Alabama,Second Round,5,52,4,66,-14,1,6.62,1.36,14.14,15.5,10.26,6.97,14.75,21.72
Virginia,1995,Miami (Ohio),Second Round,12,54,4,60,-6,8,0.86,-2.78,12.89,10.1,10.02,7.22,13.42,20.64
Temple,1995,Cincinnati,First Round,7,77,10,71,6,-3,8.87,12.38,6.22,18.6,9.26,-7.51,19.73,12.22
Chattanooga,1995,Connecticut,First Round,2,100,15,71,29,-13,7.65,15.98,3.25,19.23,-4.56,-1.73,0.24,-1.49
St. Peter's,1995,Massachusetts,First Round,2,68,15,51,17,-13,8.07,12.67,10.52,23.19,-3.12,-6.97,5.01,-1.96
Colgate,1995,Kansas,First Round,1,82,16,68,14,-15,10.02,14.11,8.05,22.15,-4.94,0.32,-5.82,-5.5
Southern Illinois,1995,Syracuse,First Round,7,96,10,92,4,-3,7.46,11.42,3.94,15.36,3.34,5.79,2.23,8.02
Mount St. Mary's,1995,Kentucky,First Round,1,113,16,67,46,-15,9.71,18.84,9.23,28.07,-6.66,-1.34,-5.54,-6.87
Gonzaga,1995,Maryland,First Round,3,87,14,63,24,-11,10.44,17.47,5.22,22.69,-0.21,3.36,5.21,8.57
Florida International,1995,UCLA,First Round,1,92,16,56,36,-15,10.03,16.46,7.25,23.7,-5.35,-9.79,-0.7,-10.49
Illinois,1995,Tulsa,First Round,6,68,11,62,6,-5,4.66,3.95,8.42,12.37,7.71,2.97,9.01,11.97
Green Bay,1995,Purdue,First Round,3,49,14,48,1,-11,5.74,6.61,6.78,13.39,-1.35,-10.29,15.07,4.78
Texas Southern,1995,Arkansas,First Round,2,79,15,78,1,-13,10.51,17.91,-1.0,16.91,-8.1,0.74,-0.1,0.64
Drexel,1995,Oklahoma State,First Round,4,73,13,49,24,-9,10.26,6.97,14.75,21.72,-3.69,1.73,3.95,5.68
Miami (Ohio),1995,Arizona,First Round,5,62,12,71,-9,-7,10.35,14.42,4.67,19.09,0.86,-2.78,12.89,10.1
Xavier,1995,Georgetown,First Round,6,68,11,63,5,-5,6.53,3.87,8.88,12.76,-0.83,9.96,0.22,10.17
Ball State,1995,Arizona State,First Round,5,81,12,66,15,-7,9.0,7.49,9.21,16.7,2.61,5.81,-0.45,5.36
Weber State,1995,Michigan State,First Round,3,72,14,79,-7,-11,7.92,9.29,8.2,17.49,3.42,4.4,3.95,8.35
Indiana,1995,Missouri,First Round,8,65,9,60,5,-1,8.32,7.18,4.76,11.94,9.03,6.63,8.2,14.83
Long Beach State,1995,Utah,First Round,4,76,13,64,12,-9,4.85,7.23,9.06,16.29,3.67,-1.13,6.42,5.29
Santa Clara,1995,Mississippi State,First Round,5,65,12,60,5,-7,8.48,3.53,13.76,17.28,1.99,3.58,6.33,9.91
St. Louis,1995,Minnesota,First Round,8,61,9,64,-3,-1,6.31,5.61,8.35,13.96,4.08,4.69,12.61,17.3
Stanford,1995,Charlotte,First Round,7,68,10,70,-2,-3,3.56,3.74,5.54,9.28,7.24,7.21,5.89,13.11
Louisville,1995,Memphis,First Round,6,77,11,56,21,-5,5.81,8.46,5.94,14.4,7.81,6.75,4.85,11.6
Murray St.,1995,North Carolina,First Round,2,80,15,70,10,-13,13.14,17.28,6.3,23.58,-9.02,4.11,-6.47,-2.36
Tulane,1995,Brigham Young,First Round,8,70,9,76,-6,-1,5.55,5.71,5.81,11.52,4.23,6.04,3.8,9.84
Florida,1995,Iowa State,First Round,7,64,10,61,3,-3,9.7,5.34,11.23,16.57,11.37,4.87,10.53,15.4
Texas,1995,Oregon,First Round,6,73,11,90,-17,-5,10.64,15.28,-0.64,14.64,3.65,18.73,-3.01,15.72
North Carolina A&T,1995,Wake Forest,First Round,1,79,16,47,32,-15,10.91,3.55,15.95,19.5,-9.2,-12.84,-1.25,-14.09
Penn,1995,Alabama,First Round,5,91,12,85,6,-7,6.62,1.36,14.14,15.5,-5.39,8.37,0.95,9.33
Old Dominion,1995,Villanova,First Round,3,81,14,89,-8,-11,8.3,8.34,8.05,16.39,1.28,3.03,1.13,4.16
Nicholls State,1995,Virginia,First Round,4,96,13,72,24,-9,10.02,7.22,13.42,20.64,-5.5,10.71,-7.72,3.0
Michigan,1995,Western Kentucky,First Round,8,82,9,76,6,-1,-2.43,6.03,1.77,7.8,8.94,1.18,8.63,9.81
Manhattan,1995,Oklahoma,First Round,4,67,13,77,-10,-9,7.1,10.19,5.03,15.22,-3.91,0.59,8.53,9.12
Duke,1994,Arkansas,National Championship,1,76,2,72,4,-1,7.64,20.21,3.76,23.97,9.0,8.85,10.44,19.29
Duke,1994,Florida,Final Four,3,65,2,70,-5,1,9.08,4.02,12.16,16.19,9.0,8.85,10.44,19.29
Arkansas,1994,Arizona,Final Four,2,82,1,91,-9,1,8.9,19.78,3.98,23.76,7.64,20.21,3.76,23.97
Michigan,1994,Arkansas,Elite Eight,1,76,3,68,8,-2,7.64,20.21,3.76,23.97,12.15,9.63,8.83,18.46
Duke,1994,Purdue,Elite Eight,1,60,2,69,-9,-1,10.0,14.26,7.12,21.38,9.0,8.85,10.44,19.29
Arizona,1994,Missouri,Elite Eight,1,72,2,92,-20,-1,8.29,9.47,6.2,15.68,8.9,19.78,3.98,23.76
Florida,1994,Boston College,Elite Eight,9,66,3,74,-8,6,9.81,7.64,9.14,16.78,9.08,4.02,12.16,16.19
Maryland,1994,Michigan,Sweet 16,3,78,10,71,7,-7,12.15,9.63,8.83,18.46,7.4,10.07,4.06,14.13
Connecticut,1994,Florida,Sweet 16,3,69,2,60,9,1,9.08,4.02,12.16,16.19,6.26,13.63,8.96,22.58
Duke,1994,Marquette,Sweet 16,6,49,2,59,-10,4,8.01,-1.47,17.1,15.63,9.0,8.85,10.44,19.29
Tulsa,1994,Arkansas,Sweet 16,1,103,12,84,19,-11,7.64,20.21,3.76,23.97,2.5,8.82,2.11,10.93
Kansas,1994,Purdue,Sweet 16,1,83,4,78,5,-3,10.0,14.26,7.12,21.38,8.61,9.96,10.74,20.7
Arizona,1994,Louisville,Sweet 16,3,70,2,82,-12,1,7.41,9.72,9.04,18.77,8.9,19.78,3.98,23.76
Syracuse,1994,Missouri,Sweet 16,1,98,4,88,10,-3,8.29,9.47,6.2,15.68,8.83,15.03,2.76,17.8
Indiana,1994,Boston College,Sweet 16,9,77,5,68,9,4,9.81,7.64,9.14,16.78,12.18,11.93,4.11,16.04
Florida,1994,Penn,Second Round,11,58,3,70,-12,8,-5.15,1.4,4.52,5.93,9.08,4.02,12.16,16.19
Kentucky,1994,Marquette,Second Round,6,75,3,63,12,3,8.01,-1.47,17.1,15.63,9.47,15.58,6.16,21.73
Massachusetts,1994,Maryland,Second Round,10,95,2,87,8,8,7.4,10.07,4.06,14.13,6.21,5.08,11.62,16.69
Michigan,1994,Texas,Second Round,6,79,3,84,-5,3,2.94,16.87,-1.76,15.11,12.15,9.63,8.83,18.46
Oklahoma State,1994,Tulsa,Second Round,12,82,4,80,2,8,2.5,8.82,2.11,10.93,8.37,7.32,10.33,17.65
Georgetown,1994,Arkansas,Second Round,1,85,9,73,12,-8,7.64,20.21,3.76,23.97,12.05,2.21,15.18,17.39
Alabama,1994,Purdue,Second Round,1,83,9,73,10,-8,10.0,14.26,7.12,21.38,6.15,0.53,9.75,10.28
Duke,1994,Michigan State,Second Round,7,74,2,85,-11,5,10.8,5.1,10.67,15.77,9.0,8.85,10.44,19.29
Wisconsin,1994,Missouri,Second Round,1,109,9,96,13,-8,8.29,9.47,6.2,15.68,9.93,7.55,7.79,15.34
Louisville,1994,Minnesota,Second Round,6,55,3,60,-5,3,10.27,8.63,10.43,19.06,7.41,9.72,9.04,18.77
Arizona,1994,Virginia,Second Round,7,58,2,71,-13,5,11.26,-5.48,15.13,9.64,8.9,19.78,3.98,23.76
Boston College,1994,North Carolina,Second Round,1,72,9,75,-3,-8,9.39,16.88,5.74,22.62,9.81,7.64,9.14,16.78
Temple,1994,Indiana,Second Round,5,67,4,58,9,1,12.18,11.93,4.11,16.04,8.24,-5.71,22.99,17.28
Connecticut,1994,George Washington,Second Round,10,63,2,75,-12,8,6.27,-0.53,9.7,9.17,6.26,13.63,8.96,22.58
Syracuse,1994,Green Bay,Second Round,12,59,4,64,-5,8,-1.89,-9.48,18.95,9.47,8.83,15.03,2.76,17.8
Kansas,1994,Wake Forest,Second Round,5,58,4,69,-11,1,7.89,0.87,13.04,13.92,8.61,9.96,10.74,20.7
Wisconsin,1994,Cincinnati,First Round,8,72,9,80,-8,-1,6.18,7.7,7.61,15.31,9.93,7.55,7.79,15.34
Rider,1994,Connecticut,First Round,2,64,15,46,18,-13,6.26,13.63,8.96,22.58,-6.29,-2.72,1.83,-0.89
Texas State,1994,Massachusetts,First Round,2,78,15,60,18,-13,6.21,5.08,11.62,16.69,-7.36,-6.31,6.19,-0.12
Pepperdine,1994,Michigan,First Round,3,78,14,74,4,-11,12.15,9.63,8.83,18.46,2.56,-3.68,12.85,9.16
Chattanooga,1994,Kansas,First Round,4,102,13,73,29,-9,8.61,9.96,10.74,20.7,-1.73,5.54,-3.52,2.02
Texas Southern,1994,Duke,First Round,2,82,15,70,12,-13,9.0,8.85,10.44,19.29,-7.39,-1.64,-4.28,-5.92
Hawaii,1994,Syracuse,First Round,4,57,13,61,-4,-9,8.83,15.03,2.76,17.8,4.1,0.15,1.44,1.58
James Madison,1994,Florida,First Round,3,64,14,62,2,-11,9.08,4.02,12.16,16.19,-1.41,7.23,-5.04,2.19
Louisiana-Lafayette,1994,Marquette,First Round,6,81,11,59,22,-5,8.01,-1.47,17.1,15.63,-1.04,4.53,0.82,5.34
Tennessee State,1994,Kentucky,First Round,3,83,14,70,13,-11,9.47,15.58,6.16,21.73,-2.74,-1.09,1.14,0.05
Alabama,1994,Providence,First Round,8,70,9,76,-6,-1,9.91,11.27,7.97,19.24,6.15,0.53,9.75,10.28
Green Bay,1994,California,First Round,5,57,12,61,-4,-7,7.19,8.2,6.09,14.29,-1.89,-9.48,18.95,9.47
Drexel,1994,Temple,First Round,4,61,13,39,22,-9,8.24,-5.71,22.99,17.28,-6.21,-2.33,5.61,3.27
Western Kentucky,1994,Texas,First Round,6,91,11,77,14,-5,2.94,16.87,-1.76,15.11,1.67,3.02,5.05,8.07
Tulsa,1994,UCLA,First Round,5,102,12,112,-10,-7,6.77,14.15,2.16,16.31,2.5,8.82,2.11,10.93
North Carolina A&T,1994,Arkansas,First Round,1,94,16,79,15,-15,7.64,20.21,3.76,23.97,-7.83,-2.33,-7.75,-10.08
Central Florida,1994,Purdue,First Round,1,98,16,67,31,-15,10.0,14.26,7.12,21.38,-7.74,2.15,-8.32,-6.17
Loyola (Md.),1994,Arizona,First Round,2,81,15,55,26,-13,8.9,19.78,3.98,23.76,-3.07,2.27,-5.41,-3.14
George Washington,1994,Alabama-Birmingham,First Round,7,46,10,51,-5,-3,3.49,-1.29,15.98,14.69,6.27,-0.53,9.7,9.17
Penn,1994,Nebraska,First Round,6,80,11,90,-10,-5,6.86,15.14,-1.58,13.56,-5.15,1.4,4.52,5.93
New Mexico State,1994,Oklahoma State,First Round,4,65,13,55,10,-9,8.37,7.32,10.33,17.65,-0.63,3.59,2.64,6.24
Georgetown,1994,Illinois,First Round,8,77,9,84,-7,-1,9.9,12.98,6.14,19.11,12.05,2.21,15.18,17.39
Seton Hall,1994,Michigan State,First Round,7,84,10,73,11,-3,10.8,5.1,10.67,15.77,10.69,-0.35,13.94,13.59
Boise State,1994,Louisville,First Round,3,67,14,58,9,-11,7.41,9.72,9.04,18.77,0.21,-4.95,7.05,2.1
Navy,1994,Missouri,First Round,1,76,16,53,23,-15,8.29,9.47,6.2,15.68,-8.88,-6.75,-0.79,-7.54
Southern Illinois,1994,Minnesota,First Round,6,74,11,60,14,-5,10.27,8.63,10.43,19.06,0.37,5.41,1.68,7.09
Liberty,1994,North Carolina,First Round,1,71,16,51,20,-15,9.39,16.88,5.74,22.62,-6.95,-7.67,1.01,-6.66
